year,Province,AgeGroup,ag_0-4,ag_5-9,ag_10-14,ag_15-24,ag_25-34,ag_35-59,ag_60,patient_count,humidity,temp_avg,temp_min,temp_max,rain_ml,rain_day
2016,Si Sa Ket,14-Oct,0,0,1,0,0,0,0,546,72.7,27.9,11.4,42.3,1310.6,113
2016,Si Sa Ket,15-24,0,0,0,1,0,0,0,602,72.7,27.9,11.4,42.3,1310.6,113
2016,Ubon Ratchathani,60,0,0,0,0,0,0,1,118,69.9,28.2,11.5,42.6,1905.8,130
2016,Ubon Ratchathani,0-4,1,0,0,0,0,0,0,236,69.9,28.2,11.5,42.6,1905.8,130
2016,Ubon Ratchathani,25-34,0,0,0,0,1,0,0,442,69.9,28.2,11.5,42.6,1905.8,130
2016,Ubon Ratchathani,35-59,0,0,0,0,0,1,0,602,69.9,28.2,11.5,42.6,1905.8,130
2016,Ubon Ratchathani,9-May,0,1,0,0,0,0,0,756,69.9,28.2,11.5,42.6,1905.8,130
2016,Ubon Ratchathani,14-Oct,0,0,1,0,0,0,0,1070,69.9,28.2,11.5,42.6,1905.8,130
2016,Ubon Ratchathani,15-24,0,0,0,1,0,0,0,1086,69.9,28.2,11.5,42.6,1905.8,130
2016,Chachoengsao,60,0,0,0,0,0,0,1,30,78.4,27.7,11.6,41,1319.4,130
2016,Chachoengsao,0-4,1,0,0,0,0,0,0,48,78.4,27.7,11.6,41,1319.4,130
2016,Chachoengsao,9-May,0,1,0,0,0,0,0,96,78.4,27.7,11.6,41,1319.4,130
2016,Chachoengsao,14-Oct,0,0,1,0,0,0,0,110,78.4,27.7,11.6,41,1319.4,130
2016,Chachoengsao,25-34,0,0,0,0,1,0,0,134,78.4,27.7,11.6,41,1319.4,130
2016,Chachoengsao,15-24,0,0,0,1,0,0,0,168,78.4,27.7,11.6,41,1319.4,130
2016,Chachoengsao,35-59,0,0,0,0,0,1,0,206,78.4,27.7,11.6,41,1319.4,130
2016,Nakhon Ratchasima,60,0,0,0,0,0,0,1,86,70.5,28.4,12,43.2,1090.1,130
2016,Nakhon Ratchasima,35-59,0,0,0,0,0,1,0,360,70.5,28.4,12,43.2,1090.1,130
2016,Nakhon Ratchasima,0-4,1,0,0,0,0,0,0,418,70.5,28.4,12,43.2,1090.1,130
2016,Nakhon Ratchasima,25-34,0,0,0,0,1,0,0,466,70.5,28.4,12,43.2,1090.1,130
2016,Nakhon Ratchasima,9-May,0,1,0,0,0,0,0,536,70.5,28.4,12,43.2,1090.1,130
2016,Nakhon Ratchasima,14-Oct,0,0,1,0,0,0,0,608,70.5,28.4,12,43.2,1090.1,130
2016,Nakhon Ratchasima,15-24,0,0,0,1,0,0,0,788,70.5,28.4,12,43.2,1090.1,130
2016,Chai Nat,60,0,0,0,0,0,0,1,14,72.2,28.8,12.2,41.8,1182.3,101
2016,Chai Nat,0-4,1,0,0,0,0,0,0,20,72.2,28.8,12.2,41.8,1182.3,101
2016,Chai Nat,9-May,0,1,0,0,0,0,0,32,72.2,28.8,12.2,41.8,1182.3,101
2016,Chai Nat,14-Oct,0,0,1,0,0,0,0,38,72.2,28.8,12.2,41.8,1182.3,101
2016,Chai Nat,25-34,0,0,0,0,1,0,0,50,72.2,28.8,12.2,41.8,1182.3,101
2016,Chai Nat,35-59,0,0,0,0,0,1,0,50,72.2,28.8,12.2,41.8,1182.3,101
2016,Chai Nat,15-24,0,0,0,1,0,0,0,70,72.2,28.8,12.2,41.8,1182.3,101
2016,Kanchanaburi,60,0,0,0,0,0,0,1,16,68,29.3,12.3,43.5,1194.8,130
