year,Province,AgeGroup,ag_0-4,ag_5-9,ag_10-14,ag_15-24,ag_25-34,ag_35-59,ag_60,patient_count
2017,Roi Et,15-24,0,0,0,1,0,0,0,149
2017,Roi Et,25-34,0,0,0,0,1,0,0,58
2017,Roi Et,35-59,0,0,0,0,0,1,0,69
2017,Roi Et,5-9,0,1,0,0,0,0,0,112
2017,Roi Et,60,0,0,0,0,0,0,1,31
2017,Sa kaeo,0-4,1,0,0,0,0,0,0,41
2017,Sa kaeo,10-14,0,0,1,0,0,0,0,137
2017,Sa kaeo,15-24,0,0,0,1,0,0,0,91
2017,Sa kaeo,25-34,0,0,0,0,1,0,0,37
2017,Sa kaeo,35-59,0,0,0,0,0,1,0,40
2017,Sa kaeo,5-9,0,1,0,0,0,0,0,103
2017,Sa kaeo,60,0,0,0,0,0,0,1,8
2017,Sakon Nakhon,0-4,1,0,0,0,0,0,0,16
2017,Sakon Nakhon,10-14,0,0,1,0,0,0,0,80
2017,Sakon Nakhon,15-24,0,0,0,1,0,0,0,70
2017,Sakon Nakhon,25-34,0,0,0,0,1,0,0,36
2017,Sakon Nakhon,35-59,0,0,0,0,0,1,0,33
2017,Sakon Nakhon,5-9,0,1,0,0,0,0,0,43
2017,Sakon Nakhon,60,0,0,0,0,0,0,1,12
2017,Samut Prakan,0-4,1,0,0,0,0,0,0,43
2017,Samut Prakan,10-14,0,0,1,0,0,0,0,188
2017,Samut Prakan,15-24,0,0,0,1,0,0,0,244
2017,Samut Prakan,25-34,0,0,0,0,1,0,0,102
2017,Samut Prakan,35-59,0,0,0,0,0,1,0,129
2017,Samut Prakan,5-9,0,1,0,0,0,0,0,99
2017,Samut Prakan,60,0,0,0,0,0,0,1,45
2017,Samut Sakhon,0-4,1,0,0,0,0,0,0,87
2017,Samut Sakhon,10-14,0,0,1,0,0,0,0,164
2017,Samut Sakhon,15-24,0,0,0,1,0,0,0,156
2017,Samut Sakhon,25-34,0,0,0,0,1,0,0,91
2017,Samut Sakhon,35-59,0,0,0,0,0,1,0,115
2017,Samut Sakhon,5-9,0,1,0,0,0,0,0,140
2017,Samut Sakhon,60,0,0,0,0,0,0,1,20
2017,Samut Songkhram,0-4,1,0,0,0,0,0,0,6
2017,Samut Songkhram,10-14,0,0,1,0,0,0,0,30
2017,Samut Songkhram,15-24,0,0,0,1,0,0,0,53
2017,Samut Songkhram,25-34,0,0,0,0,1,0,0,20
2017,Samut Songkhram,35-59,0,0,0,0,0,1,0,16
2017,Samut Songkhram,5-9,0,1,0,0,0,0,0,21
2017,Samut Songkhram,60,0,0,0,0,0,0,1,4
2017,Saraburi,0-4,1,0,0,0,0,0,0,18
2017,Saraburi,10-14,0,0,1,0,0,0,0,33
2017,Saraburi,15-24,0,0,0,1,0,0,0,58
2017,Saraburi,25-34,0,0,0,0,1,0,0,26
2017,Saraburi,35-59,0,0,0,0,0,1,0,50
2017,Saraburi,5-9,0,1,0,0,0,0,0,34
2017,Saraburi,60,0,0,0,0,0,0,1,6
2017,Satun,0-4,1,0,0,0,0,0,0,6
2017,Satun,10-14,0,0,1,0,0,0,0,9
2017,Satun,15-24,0,0,0,1,0,0,0,33
2017,Satun,25-34,0,0,0,0,1,0,0,7
2017,Satun,35-59,0,0,0,0,0,1,0,7
2017,Satun,5-9,0,1,0,0,0,0,0,10
2017,Satun,60,0,0,0,0,0,0,1,1
2017,Si Sa Ket,0-4,1,0,0,0,0,0,0,43
2017,Si Sa Ket,10-14,0,0,1,0,0,0,0,157
2017,Si Sa Ket,15-24,0,0,0,1,0,0,0,187
2017,Si Sa Ket,25-34,0,0,0,0,1,0,0,49
2017,Si Sa Ket,35-59,0,0,0,0,0,1,0,100
2017,Si Sa Ket,5-9,0,1,0,0,0,0,0,114
2017,Si Sa Ket,60,0,0,0,0,0,0,1,26
2017,Sing Buri,0-4,1,0,0,0,0,0,0,0
2017,Sing Buri,10-14,0,0,1,0,0,0,0,4
2017,Sing Buri,15-24,0,0,0,1,0,0,0,5
2017,Sing Buri,25-34,0,0,0,0,1,0,0,2
2017,Sing Buri,35-59,0,0,0,0,0,1,0,2
2017,Sing Buri,5-9,0,1,0,0,0,0,0,0
2017,Sing Buri,60,0,0,0,0,0,0,1,0
2017,Songkhla,0-4,1,0,0,0,0,0,0,333
2017,Songkhla,10-14,0,0,1,0,0,0,0,631
2017,Songkhla,15-24,0,0,0,1,0,0,0,715
2017,Songkhla,25-34,0,0,0,0,1,0,0,399
2017,Songkhla,35-59,0,0,0,0,0,1,0,324
2017,Songkhla,5-9,0,1,0,0,0,0,0,545
2017,Songkhla,60,0,0,0,0,0,0,1,62
2017,Sukhothai,0-4,1,0,0,0,0,0,0,11
2017,Sukhothai,10-14,0,0,1,0,0,0,0,64
2017,Sukhothai,15-24,0,0,0,1,0,0,0,45
2017,Sukhothai,25-34,0,0,0,0,1,0,0,27
2017,Sukhothai,35-59,0,0,0,0,0,1,0,27
2017,Sukhothai,5-9,0,1,0,0,0,0,0,37
2017,Sukhothai,60,0,0,0,0,0,0,1,5
2017,Suphan Buri,0-4,1,0,0,0,0,0,0,36
2017,Suphan Buri,10-14,0,0,1,0,0,0,0,126
2017,Suphan Buri,15-24,0,0,0,1,0,0,0,145
2017,Suphan Buri,25-34,0,0,0,0,1,0,0,91
2017,Suphan Buri,35-59,0,0,0,0,0,1,0,75
2017,Suphan Buri,5-9,0,1,0,0,0,0,0,86
2017,Suphan Buri,60,0,0,0,0,0,0,1,9
2017,Surat Thani,0-4,1,0,0,0,0,0,0,90
2017,Surat Thani,10-14,0,0,1,0,0,0,0,180
2017,Surat Thani,15-24,0,0,0,1,0,0,0,280
2017,Surat Thani,25-34,0,0,0,0,1,0,0,140
2017,Surat Thani,35-59,0,0,0,0,0,1,0,80
2017,Surat Thani,5-9,0,1,0,0,0,0,0,168
2017,Surat Thani,60,0,0,0,0,0,0,1,5
2017,Surin,0-4,1,0,0,0,0,0,0,74
2017,Surin,10-14,0,0,1,0,0,0,0,411
2017,Surin,15-24,0,0,0,1,0,0,0,285
2017,Surin,25-34,0,0,0,0,1,0,0,98
2017,Surin,35-59,0,0,0,0,0,1,0,125
2017,Surin,5-9,0,1,0,0,0,0,0,251
2017,Surin,60,0,0,0,0,0,0,1,36
2017,Tak,0-4,1,0,0,0,0,0,0,73
2017,Tak,10-14,0,0,1,0,0,0,0,237
2017,Tak,15-24,0,0,0,1,0,0,0,348
2017,Tak,25-34,0,0,0,0,1,0,0,218
2017,Tak,35-59,0,0,0,0,0,1,0,223
2017,Tak,5-9,0,1,0,0,0,0,0,151
2017,Tak,60,0,0,0,0,0,0,1,38
2017,Trang,0-4,1,0,0,0,0,0,0,10
2017,Trang,10-14,0,0,1,0,0,0,0,76
2017,Trang,15-24,0,0,0,1,0,0,0,102
2017,Trang,25-34,0,0,0,0,1,0,0,71
2017,Trang,35-59,0,0,0,0,0,1,0,57
2017,Trang,5-9,0,1,0,0,0,0,0,22
2017,Trang,60,0,0,0,0,0,0,1,13
2017,Trat,0-4,1,0,0,0,0,0,0,5
2017,Trat,10-14,0,0,1,0,0,0,0,15
2017,Trat,15-24,0,0,0,1,0,0,0,20
2017,Trat,25-34,0,0,0,0,1,0,0,13
2017,Trat,35-59,0,0,0,0,0,1,0,26
2017,Trat,5-9,0,1,0,0,0,0,0,10
2017,Trat,60,0,0,0,0,0,0,1,7
2017,Ubon Ratchathani,0-4,1,0,0,0,0,0,0,57
2017,Ubon Ratchathani,10-14,0,0,1,0,0,0,0,179
2017,Ubon Ratchathani,15-24,0,0,0,1,0,0,0,177
2017,Ubon Ratchathani,25-34,0,0,0,0,1,0,0,92
2017,Ubon Ratchathani,35-59,0,0,0,0,0,1,0,110
2017,Ubon Ratchathani,5-9,0,1,0,0,0,0,0,121
2017,Ubon Ratchathani,60,0,0,0,0,0,0,1,41
2017,Udon Thani,0-4,1,0,0,0,0,0,0,10
2017,Udon Thani,10-14,0,0,1,0,0,0,0,55
2017,Udon Thani,15-24,0,0,0,1,0,0,0,64
2017,Udon Thani,25-34,0,0,0,0,1,0,0,31
2017,Udon Thani,35-59,0,0,0,0,0,1,0,31
2017,Udon Thani,5-9,0,1,0,0,0,0,0,51
2017,Udon Thani,60,0,0,0,0,0,0,1,6
2017,Uthai Thani,0-4,1,0,0,0,0,0,0,13
2017,Uthai Thani,10-14,0,0,1,0,0,0,0,27
2017,Uthai Thani,15-24,0,0,0,1,0,0,0,32
2017,Uthai Thani,25-34,0,0,0,0,1,0,0,12
2017,Uthai Thani,35-59,0,0,0,0,0,1,0,14
2017,Uthai Thani,5-9,0,1,0,0,0,0,0,10
2017,Uthai Thani,60,0,0,0,0,0,0,1,9
2017,Uttaradit,0-4,1,0,0,0,0,0,0,0
2017,Uttaradit,10-14,0,0,1,0,0,0,0,45
2017,Uttaradit,15-24,0,0,0,1,0,0,0,75
2017,Uttaradit,25-34,0,0,0,0,1,0,0,34
2017,Uttaradit,35-59,0,0,0,0,0,1,0,57
2017,Uttaradit,5-9,0,1,0,0,0,0,0,15
2017,Uttaradit,60,0,0,0,0,0,0,1,17
2017,Yala,0-4,1,0,0,0,0,0,0,30
2017,Yala,10-14,0,0,1,0,0,0,0,51
2017,Yala,15-24,0,0,0,1,0,0,0,71
2017,Yala,25-34,0,0,0,0,1,0,0,43
2017,Yala,35-59,0,0,0,0,0,1,0,38
2017,Yala,5-9,0,1,0,0,0,0,0,51
2017,Yala,60,0,0,0,0,0,0,1,6
2017,Yasothon,0-4,1,0,0,0,0,0,0,11
2017,Yasothon,10-14,0,0,1,0,0,0,0,29
2017,Yasothon,15-24,0,0,0,1,0,0,0,53
2017,Yasothon,25-34,0,0,0,0,1,0,0,21
2017,Yasothon,35-59,0,0,0,0,0,1,0,40
2017,Yasothon,5-9,0,1,0,0,0,0,0,23
2017,Yasothon,60,0,0,0,0,0,0,1,10
2018,Amnat Charoen,0-4,1,0,0,0,0,0,0,16
2018,Amnat Charoen,10-14,0,0,1,0,0,0,0,52
2018,Amnat Charoen,15-24,0,0,0,1,0,0,0,49
2018,Amnat Charoen,25-34,0,0,0,0,1,0,0,15
2018,Amnat Charoen,35-59,0,0,0,0,0,1,0,24
2018,Amnat Charoen,5-9,0,1,0,0,0,0,0,37
2018,Amnat Charoen,60,0,0,0,0,0,0,1,6
2018,Ang Thong,0-4,1,0,0,0,0,0,0,10
2018,Ang Thong,10-14,0,0,1,0,0,0,0,43
2018,Ang Thong,15-24,0,0,0,1,0,0,0,86
2018,Ang Thong,25-34,0,0,0,0,1,0,0,36
2018,Ang Thong,35-59,0,0,0,0,0,1,0,41
2018,Ang Thong,5-9,0,1,0,0,0,0,0,29
2018,Ang Thong,60,0,0,0,0,0,0,1,13
2018,Bangkok,0-4,1,0,0,0,0,0,0,439
2018,Bangkok,10-14,0,0,1,0,0,0,0,1153
2018,Bangkok,15-24,0,0,0,1,0,0,0,2197
2018,Bangkok,25-34,0,0,0,0,1,0,0,1893
2018,Bangkok,35-59,0,0,0,0,0,1,0,2063
2018,Bangkok,5-9,0,1,0,0,0,0,0,875
2018,Bangkok,60,0,0,0,0,0,0,1,392
2018,Bueng Kan,0-4,1,0,0,0,0,0,0,27
2018,Bueng Kan,10-14,0,0,1,0,0,0,0,104
2018,Bueng Kan,15-24,0,0,0,1,0,0,0,90
2018,Bueng Kan,25-34,0,0,0,0,1,0,0,36
2018,Bueng Kan,35-59,0,0,0,0,0,1,0,27
2018,Bueng Kan,5-9,0,1,0,0,0,0,0,97
2018,Bueng Kan,60,0,0,0,0,0,0,1,5
2018,Buri Ram,0-4,1,0,0,0,0,0,0,113
2018,Buri Ram,10-14,0,0,1,0,0,0,0,491
2018,Buri Ram,15-24,0,0,0,1,0,0,0,298
2018,Buri Ram,25-34,0,0,0,0,1,0,0,65
2018,Buri Ram,35-59,0,0,0,0,0,1,0,72
2018,Buri Ram,5-9,0,1,0,0,0,0,0,420
2018,Buri Ram,60,0,0,0,0,0,0,1,20
2018,Chachoengsao,0-4,1,0,0,0,0,0,0,63
2018,Chachoengsao,10-14,0,0,1,0,0,0,0,303
2018,Chachoengsao,15-24,0,0,0,1,0,0,0,422
2018,Chachoengsao,25-34,0,0,0,0,1,0,0,267
2018,Chachoengsao,35-59,0,0,0,0,0,1,0,290
2018,Chachoengsao,5-9,0,1,0,0,0,0,0,172
2018,Chachoengsao,60,0,0,0,0,0,0,1,61
2018,Chai Nat,0-4,1,0,0,0,0,0,0,7
2018,Chai Nat,10-14,0,0,1,0,0,0,0,31
2018,Chai Nat,15-24,0,0,0,1,0,0,0,40
2018,Chai Nat,25-34,0,0,0,0,1,0,0,34
2018,Chai Nat,35-59,0,0,0,0,0,1,0,26
2018,Chai Nat,5-9,0,1,0,0,0,0,0,17
2018,Chai Nat,60,0,0,0,0,0,0,1,9
2018,Chaiyaphum,0-4,1,0,0,0,0,0,0,74
2018,Chaiyaphum,10-14,0,0,1,0,0,0,0,220
2018,Chaiyaphum,15-24,0,0,0,1,0,0,0,133
2018,Chaiyaphum,25-34,0,0,0,0,1,0,0,57
2018,Chaiyaphum,35-59,0,0,0,0,0,1,0,65
2018,Chaiyaphum,5-9,0,1,0,0,0,0,0,210
2018,Chaiyaphum,60,0,0,0,0,0,0,1,14
2018,Chanthaburi,0-4,1,0,0,0,0,0,0,34
2018,Chanthaburi,10-14,0,0,1,0,0,0,0,70
2018,Chanthaburi,15-24,0,0,0,1,0,0,0,110
2018,Chanthaburi,25-34,0,0,0,0,1,0,0,65
2018,Chanthaburi,35-59,0,0,0,0,0,1,0,59
2018,Chanthaburi,5-9,0,1,0,0,0,0,0,67
2018,Chanthaburi,60,0,0,0,0,0,0,1,13
2018,Chiang Mai,0-4,1,0,0,0,0,0,0,42
2018,Chiang Mai,10-14,0,0,1,0,0,0,0,164
2018,Chiang Mai,15-24,0,0,0,1,0,0,0,379
2018,Chiang Mai,25-34,0,0,0,0,1,0,0,375
2018,Chiang Mai,35-59,0,0,0,0,0,1,0,424
2018,Chiang Mai,5-9,0,1,0,0,0,0,0,90
2018,Chiang Mai,60,0,0,0,0,0,0,1,84
2018,Chiang Rai,0-4,1,0,0,0,0,0,0,187
2018,Chiang Rai,10-14,0,0,1,0,0,0,0,347
2018,Chiang Rai,15-24,0,0,0,1,0,0,0,588
2018,Chiang Rai,25-34,0,0,0,0,1,0,0,508
2018,Chiang Rai,35-59,0,0,0,0,0,1,0,793
2018,Chiang Rai,5-9,0,1,0,0,0,0,0,297
2018,Chiang Rai,60,0,0,0,0,0,0,1,218
2018,Chon Buri,0-4,1,0,0,0,0,0,0,142
2018,Chon Buri,10-14,0,0,1,0,0,0,0,540
2018,Chon Buri,15-24,0,0,0,1,0,0,0,773
2018,Chon Buri,25-34,0,0,0,0,1,0,0,487
2018,Chon Buri,35-59,0,0,0,0,0,1,0,385
2018,Chon Buri,5-9,0,1,0,0,0,0,0,379
2018,Chon Buri,60,0,0,0,0,0,0,1,42
2018,Chumphon,0-4,1,0,0,0,0,0,0,23
2018,Chumphon,10-14,0,0,1,0,0,0,0,56
2018,Chumphon,15-24,0,0,0,1,0,0,0,74
2018,Chumphon,25-34,0,0,0,0,1,0,0,44
2018,Chumphon,35-59,0,0,0,0,0,1,0,40
2018,Chumphon,5-9,0,1,0,0,0,0,0,41
2018,Chumphon,60,0,0,0,0,0,0,1,9
2018,Kalasin,0-4,1,0,0,0,0,0,0,35
2018,Kalasin,10-14,0,0,1,0,0,0,0,182
2018,Kalasin,15-24,0,0,0,1,0,0,0,151
2018,Kalasin,25-34,0,0,0,0,1,0,0,57
2018,Kalasin,35-59,0,0,0,0,0,1,0,70
2018,Kalasin,5-9,0,1,0,0,0,0,0,134
2018,Kalasin,60,0,0,0,0,0,0,1,24
2018,Kamphaeng Phet,0-4,1,0,0,0,0,0,0,44
2018,Kamphaeng Phet,10-14,0,0,1,0,0,0,0,209
2018,Kamphaeng Phet,15-24,0,0,0,1,0,0,0,294
2018,Kamphaeng Phet,25-34,0,0,0,0,1,0,0,132
2018,Kamphaeng Phet,35-59,0,0,0,0,0,1,0,88
2018,Kamphaeng Phet,5-9,0,1,0,0,0,0,0,135
2018,Kamphaeng Phet,60,0,0,0,0,0,0,1,16
2018,Kanchanaburi,0-4,1,0,0,0,0,0,0,60
2018,Kanchanaburi,10-14,0,0,1,0,0,0,0,133
2018,Kanchanaburi,15-24,0,0,0,1,0,0,0,133
2018,Kanchanaburi,25-34,0,0,0,0,1,0,0,72
2018,Kanchanaburi,35-59,0,0,0,0,0,1,0,60
2018,Kanchanaburi,5-9,0,1,0,0,0,0,0,125
2018,Kanchanaburi,60,0,0,0,0,0,0,1,7
2018,Khon Kaen,0-4,1,0,0,0,0,0,0,96
2018,Khon Kaen,10-14,0,0,1,0,0,0,0,365
2018,Khon Kaen,15-24,0,0,0,1,0,0,0,328
2018,Khon Kaen,25-34,0,0,0,0,1,0,0,145
2018,Khon Kaen,35-59,0,0,0,0,0,1,0,106
2018,Khon Kaen,5-9,0,1,0,0,0,0,0,314
2018,Khon Kaen,60,0,0,0,0,0,0,1,20
2018,Krabi,0-4,1,0,0,0,0,0,0,75
2018,Krabi,10-14,0,0,1,0,0,0,0,220
2018,Krabi,15-24,0,0,0,1,0,0,0,221
2018,Krabi,25-34,0,0,0,0,1,0,0,133
2018,Krabi,35-59,0,0,0,0,0,1,0,82
2018,Krabi,5-9,0,1,0,0,0,0,0,218
2018,Krabi,60,0,0,0,0,0,0,1,13
2018,Lampang,0-4,1,0,0,0,0,0,0,15
2018,Lampang,10-14,0,0,1,0,0,0,0,34
2018,Lampang,15-24,0,0,0,1,0,0,0,86
2018,Lampang,25-34,0,0,0,0,1,0,0,65
2018,Lampang,35-59,0,0,0,0,0,1,0,66
2018,Lampang,5-9,0,1,0,0,0,0,0,28
2018,Lampang,60,0,0,0,0,0,0,1,32
2018,Lamphun,0-4,1,0,0,0,0,0,0,4
2018,Lamphun,10-14,0,0,1,0,0,0,0,30
2018,Lamphun,15-24,0,0,0,1,0,0,0,46
2018,Lamphun,25-34,0,0,0,0,1,0,0,47
2018,Lamphun,35-59,0,0,0,0,0,1,0,85
2018,Lamphun,5-9,0,1,0,0,0,0,0,16
2018,Lamphun,60,0,0,0,0,0,0,1,28
2018,Loei,0-4,1,0,0,0,0,0,0,32
2018,Loei,10-14,0,0,1,0,0,0,0,119
2018,Loei,15-24,0,0,0,1,0,0,0,93
2018,Loei,25-34,0,0,0,0,1,0,0,50
2018,Loei,35-59,0,0,0,0,0,1,0,74
2018,Loei,5-9,0,1,0,0,0,0,0,102
2018,Loei,60,0,0,0,0,0,0,1,18
2018,Lop Buri,0-4,1,0,0,0,0,0,0,124
2018,Lop Buri,10-14,0,0,1,0,0,0,0,305
2018,Lop Buri,15-24,0,0,0,1,0,0,0,293
2018,Lop Buri,25-34,0,0,0,0,1,0,0,125
2018,Lop Buri,35-59,0,0,0,0,0,1,0,96
2018,Lop Buri,5-9,0,1,0,0,0,0,0,269
2018,Lop Buri,60,0,0,0,0,0,0,1,19
2018,Mae Hong Son,0-4,1,0,0,0,0,0,0,10
2018,Mae Hong Son,10-14,0,0,1,0,0,0,0,84
2018,Mae Hong Son,15-24,0,0,0,1,0,0,0,123
2018,Mae Hong Son,25-34,0,0,0,0,1,0,0,108
2018,Mae Hong Son,35-59,0,0,0,0,0,1,0,173
2018,Mae Hong Son,5-9,0,1,0,0,0,0,0,43
2018,Mae Hong Son,60,0,0,0,0,0,0,1,39
2018,Maha Sarakham,0-4,1,0,0,0,0,0,0,52
2018,Maha Sarakham,10-14,0,0,1,0,0,0,0,213
2018,Maha Sarakham,15-24,0,0,0,1,0,0,0,153
2018,Maha Sarakham,25-34,0,0,0,0,1,0,0,48
2018,Maha Sarakham,35-59,0,0,0,0,0,1,0,42
2018,Maha Sarakham,5-9,0,1,0,0,0,0,0,159
2018,Maha Sarakham,60,0,0,0,0,0,0,1,4
2018,Mukdahan,0-4,1,0,0,0,0,0,0,10
2018,Mukdahan,10-14,0,0,1,0,0,0,0,71
2018,Mukdahan,15-24,0,0,0,1,0,0,0,50
2018,Mukdahan,25-34,0,0,0,0,1,0,0,26
2018,Mukdahan,35-59,0,0,0,0,0,1,0,33
2018,Mukdahan,5-9,0,1,0,0,0,0,0,36
2018,Mukdahan,60,0,0,0,0,0,0,1,5
2018,Nakhon Nayok,0-4,1,0,0,0,0,0,0,36
2018,Nakhon Nayok,10-14,0,0,1,0,0,0,0,130
2018,Nakhon Nayok,15-24,0,0,0,1,0,0,0,197
2018,Nakhon Nayok,25-34,0,0,0,0,1,0,0,95
2018,Nakhon Nayok,35-59,0,0,0,0,0,1,0,91
2018,Nakhon Nayok,5-9,0,1,0,0,0,0,0,82
2018,Nakhon Nayok,60,0,0,0,0,0,0,1,13
2018,Nakhon Pathom,0-4,1,0,0,0,0,0,0,121
2018,Nakhon Pathom,10-14,0,0,1,0,0,0,0,633
2018,Nakhon Pathom,15-24,0,0,0,1,0,0,0,1052
2018,Nakhon Pathom,25-34,0,0,0,0,1,0,0,489
2018,Nakhon Pathom,35-59,0,0,0,0,0,1,0,488
2018,Nakhon Pathom,5-9,0,1,0,0,0,0,0,377
2018,Nakhon Pathom,60,0,0,0,0,0,0,1,92
2018,Nakhon Phanom,0-4,1,0,0,0,0,0,0,10
2018,Nakhon Phanom,10-14,0,0,1,0,0,0,0,27
2018,Nakhon Phanom,15-24,0,0,0,1,0,0,0,44
2018,Nakhon Phanom,25-34,0,0,0,0,1,0,0,17
2018,Nakhon Phanom,35-59,0,0,0,0,0,1,0,15
2018,Nakhon Phanom,5-9,0,1,0,0,0,0,0,41
2018,Nakhon Phanom,60,0,0,0,0,0,0,1,1
2018,Nakhon Ratchasima,0-4,1,0,0,0,0,0,0,317
2018,Nakhon Ratchasima,10-14,0,0,1,0,0,0,0,971
2018,Nakhon Ratchasima,15-24,0,0,0,1,0,0,0,934
2018,Nakhon Ratchasima,25-34,0,0,0,0,1,0,0,298
2018,Nakhon Ratchasima,35-59,0,0,0,0,0,1,0,288
2018,Nakhon Ratchasima,5-9,0,1,0,0,0,0,0,762
2018,Nakhon Ratchasima,60,0,0,0,0,0,0,1,91
2018,Nakhon Sawan,0-4,1,0,0,0,0,0,0,212
2018,Nakhon Sawan,10-14,0,0,1,0,0,0,0,670
2018,Nakhon Sawan,15-24,0,0,0,1,0,0,0,796
2018,Nakhon Sawan,25-34,0,0,0,0,1,0,0,424
2018,Nakhon Sawan,35-59,0,0,0,0,0,1,0,347
2018,Nakhon Sawan,5-9,0,1,0,0,0,0,0,422
2018,Nakhon Sawan,60,0,0,0,0,0,0,1,69
2018,Nakhon Si Thammarat,0-4,1,0,0,0,0,0,0,293
2018,Nakhon Si Thammarat,10-14,0,0,1,0,0,0,0,851
2018,Nakhon Si Thammarat,15-24,0,0,0,1,0,0,0,1046
2018,Nakhon Si Thammarat,25-34,0,0,0,0,1,0,0,489
2018,Nakhon Si Thammarat,35-59,0,0,0,0,0,1,0,435
2018,Nakhon Si Thammarat,5-9,0,1,0,0,0,0,0,740
2018,Nakhon Si Thammarat,60,0,0,0,0,0,0,1,119
2018,Nan,0-4,1,0,0,0,0,0,0,7
2018,Nan,10-14,0,0,1,0,0,0,0,51
2018,Nan,15-24,0,0,0,1,0,0,0,119
2018,Nan,25-34,0,0,0,0,1,0,0,83
2018,Nan,35-59,0,0,0,0,0,1,0,109
2018,Nan,5-9,0,1,0,0,0,0,0,22
2018,Nan,60,0,0,0,0,0,0,1,45
2018,Narathiwat,0-4,1,0,0,0,0,0,0,63
2018,Narathiwat,10-14,0,0,1,0,0,0,0,110
2018,Narathiwat,15-24,0,0,0,1,0,0,0,170
2018,Narathiwat,25-34,0,0,0,0,1,0,0,131
2018,Narathiwat,35-59,0,0,0,0,0,1,0,139
2018,Narathiwat,5-9,0,1,0,0,0,0,0,136
2018,Narathiwat,60,0,0,0,0,0,0,1,36
2018,Nong Bua Lam Phu,0-4,1,0,0,0,0,0,0,24
2018,Nong Bua Lam Phu,10-14,0,0,1,0,0,0,0,108
2018,Nong Bua Lam Phu,15-24,0,0,0,1,0,0,0,89
2018,Nong Bua Lam Phu,25-34,0,0,0,0,1,0,0,20
2018,Nong Bua Lam Phu,35-59,0,0,0,0,0,1,0,24
2018,Nong Bua Lam Phu,5-9,0,1,0,0,0,0,0,67
2018,Nong Bua Lam Phu,60,0,0,0,0,0,0,1,5
2018,Nong Khai,0-4,1,0,0,0,0,0,0,8
2018,Nong Khai,10-14,0,0,1,0,0,0,0,39
2018,Nong Khai,15-24,0,0,0,1,0,0,0,52
2018,Nong Khai,25-34,0,0,0,0,1,0,0,21
2018,Nong Khai,35-59,0,0,0,0,0,1,0,25
2018,Nong Khai,5-9,0,1,0,0,0,0,0,40
2018,Nong Khai,60,0,0,0,0,0,0,1,4
2018,Nonthaburi,0-4,1,0,0,0,0,0,0,93
2018,Nonthaburi,10-14,0,0,1,0,0,0,0,414
2018,Nonthaburi,15-24,0,0,0,1,0,0,0,709
2018,Nonthaburi,25-34,0,0,0,0,1,0,0,377
2018,Nonthaburi,35-59,0,0,0,0,0,1,0,453
2018,Nonthaburi,5-9,0,1,0,0,0,0,0,234
2018,Nonthaburi,60,0,0,0,0,0,0,1,97
2018,Pathum Thani,0-4,1,0,0,0,0,0,0,81
2018,Pathum Thani,10-14,0,0,1,0,0,0,0,428
2018,Pathum Thani,15-24,0,0,0,1,0,0,0,624
2018,Pathum Thani,25-34,0,0,0,0,1,0,0,233
2018,Pathum Thani,35-59,0,0,0,0,0,1,0,282
2018,Pathum Thani,5-9,0,1,0,0,0,0,0,254
2018,Pathum Thani,60,0,0,0,0,0,0,1,61
2018,Pattani,0-4,1,0,0,0,0,0,0,88
2018,Pattani,10-14,0,0,1,0,0,0,0,122
2018,Pattani,15-24,0,0,0,1,0,0,0,140
2018,Pattani,25-34,0,0,0,0,1,0,0,76
2018,Pattani,35-59,0,0,0,0,0,1,0,75
2018,Pattani,5-9,0,1,0,0,0,0,0,141
2018,Pattani,60,0,0,0,0,0,0,1,26
2018,Phang-nga,0-4,1,0,0,0,0,0,0,65
2018,Phang-nga,10-14,0,0,1,0,0,0,0,100
2018,Phang-nga,15-24,0,0,0,1,0,0,0,107
2018,Phang-nga,25-34,0,0,0,0,1,0,0,59
2018,Phang-nga,35-59,0,0,0,0,0,1,0,87
2018,Phang-nga,5-9,0,1,0,0,0,0,0,87
2018,Phang-nga,60,0,0,0,0,0,0,1,24
2018,Phatthalung,0-4,1,0,0,0,0,0,0,32
2018,Phatthalung,10-14,0,0,1,0,0,0,0,126
2018,Phatthalung,15-24,0,0,0,1,0,0,0,168
2018,Phatthalung,25-34,0,0,0,0,1,0,0,87
2018,Phatthalung,35-59,0,0,0,0,0,1,0,97
2018,Phatthalung,5-9,0,1,0,0,0,0,0,98
2018,Phatthalung,60,0,0,0,0,0,0,1,26
2018,Phayao,0-4,1,0,0,0,0,0,0,4
2018,Phayao,10-14,0,0,1,0,0,0,0,11
2018,Phayao,15-24,0,0,0,1,0,0,0,31
2018,Phayao,25-34,0,0,0,0,1,0,0,33
2018,Phayao,35-59,0,0,0,0,0,1,0,53
2018,Phayao,5-9,0,1,0,0,0,0,0,8
2018,Phayao,60,0,0,0,0,0,0,1,33
2018,Phetchabun,0-4,1,0,0,0,0,0,0,46
2018,Phetchabun,10-14,0,0,1,0,0,0,0,263
2018,Phetchabun,15-24,0,0,0,1,0,0,0,204
2018,Phetchabun,25-34,0,0,0,0,1,0,0,61
2018,Phetchabun,35-59,0,0,0,0,0,1,0,65
2018,Phetchabun,5-9,0,1,0,0,0,0,0,216
2018,Phetchabun,60,0,0,0,0,0,0,1,13
2018,Phetchaburi,0-4,1,0,0,0,0,0,0,69
2018,Phetchaburi,10-14,0,0,1,0,0,0,0,190
